respondent_id,xyz_vaccine,seasonal_vaccine
48427,0.09,0.12
48428,0.01,0.35
48429,0.15,0.3
48430,0.01,0.92
48431,0.09,0.67
48432,0.15,0
48433,0.22,0.02
48434,0.97,0.96
48435,0.44,0.39
48436,0.19,0.58
48437,0.69,0.46
48438,0.07,0.8
48439,0.02,0.49
48440,0.25,0.94
48441,0.06,0.16
48442,0.4,0.97
48443,0.15,0.98
48444,0.25,0.89
48445,0,0.94
48446,0,0.32
48447,0.06,0.55
48448,0,0.08
48449,0.68,0.55
48450,0.05,0.1
48451,0.64,0.75
48452,0.06,0.73
48453,0,0.83
48454,0.52,0.65
48455,0.13,0.12
48456,0.14,0.23
48457,0.52,0.69
48458,0.46,0.97
48459,0.07,0.13
48460,0,0.26
48461,0.01,0
48462,0.03,0.7
48463,0.04,0.53
48464,0.05,0.01
48465,0.11,0.59
48466,0.01,0.34
48467,0.02,0.64
48468,0.04,0.77
48469,0.44,0.6
48470,0.12,0.39
48471,0.4,0.55
48472,0.22,0.67
48473,0.93,1
48474,0.02,0.2
48475,0.51,0.37
48476,0.03,0.87
48477,0.65,0.87
48478,0.08,0.1
48479,0.05,0.46
48480,0.13,0.12
48481,0.22,0.33
48482,0.21,0.57
48483,0.45,0.79
48484,0.02,0.43
48485,0.81,0.86
48486,0.05,0.59
48487,0.24,0.27
48488,0.1,0.21
48489,0.31,0.3
48490,0.35,0.94
48491,0.45,0.73
48492,0.66,0.95
48493,0.03,0.31
48494,0.03,0.09
48495,0.06,0.86
48496,0.05,0.02
48497,0.29,0.88
48498,0.02,0.19
48499,0,0.88
48500,0.3,0.79
48501,0.2,0.27
48502,0.01,0.66
48503,0.18,0.27
48504,0.09,0.14
48505,0.02,0.13
48506,0.37,0.73
48507,0.25,0.13
48508,0.59,0.69
48509,0.19,0.77
48510,0.51,0.83
48511,0.35,0.1
48512,0.15,0.17
48513,0.11,0.02
48514,0,0.76
48515,0,0.74
48516,0.02,0.76
48517,0.01,0.95
48518,0.09,0.24
48519,0.48,0.9
48520,0.1,0.45
48521,0,0.81
48522,0.34,0.7
48523,0.1,0.92
48524,0.69,0.89
48525,0.43,0.25
48526,0.67,0.96
48527,0.35,0.47
48528,0.01,0.76
48529,0.02,0.98
48530,0.05,0.53
48531,0.33,0.86
48532,0.01,0.8
48533,0.29,0.55
48534,0.02,0.19
48535,0.05,0.16
48536,0.76,0.09
48537,0.05,0.08
48538,0.04,0.19
48539,0.05,0.08
48540,0.28,0.49
48541,0.06,0.13
48542,0.16,0.24
48543,0.04,0.28
48544,0.13,0.16
48545,0.37,0.7
48546,0.16,0.6
48547,0.07,0.65
48548,0.05,0.13
48549,0.21,0.95
48550,0.03,1
48551,0.11,0.6
48552,0.24,0.87
48553,0.02,0.63
48554,0.09,0.52
48555,0.18,0.49
48556,0.01,0.36
48557,0.25,0.81
48558,0.08,0.18
48559,0.06,0.54
48560,0.64,0.88
48561,0.02,0.97
48562,0.04,0.16
48563,0.37,0.66
48564,0.03,0.09
48565,0.19,0.53
48566,0.11,0.44
48567,0.22,0.64
48568,0,0.12
48569,0.06,0.23
48570,0.28,0.71
48571,0.31,0.38
48572,0.23,0.79
48573,0,0.13
48574,0.28,0.4
48575,0.18,0.27
48576,0.04,0.02
48577,0.4,0.8
48578,0.89,0.97
48579,0.35,0.88
48580,0.14,0.24
48581,0.37,0.92
48582,0.02,0.92
48583,0.14,0.34
48584,0.32,0.86
48585,0.04,0.7
48586,0.29,0.77
48587,0.12,0.55
48588,0.14,0.82
48589,0.45,0.38
48590,0.05,0.15
48591,0.11,0.21
48592,0.71,0.98
48593,0.28,0.51
48594,0.13,0.99
48595,0.01,0.29
48596,0.02,0.68
48597,0.01,0.8
48598,0,0.17
48599,0.3,0.81
48600,0.23,1
48601,0.05,0.69
48602,0.82,0.75
48603,0.02,0.42
48604,0.7,0.88
48605,0.2,0.26
48606,0.41,0.72
48607,0.32,0.42
48608,0.32,0.3
48609,0.12,0.99
48610,0.15,0.59
48611,0.69,0.65
48612,0.13,0.87
48613,0.45,0.51
48614,0.05,0.08
48615,0.16,0.09
48616,0.79,0.79
48617,0.83,0.57
48618,0.16,0.71
48619,0.23,0.15
48620,0.84,0.85
48621,0.06,0.17
48622,0.06,0.31
48623,0.25,0.51
48624,0.02,0.09
48625,0.05,0.14
48626,0,0.01
48627,0.26,0.3
48628,0.15,0.26
48629,0,0.01
48630,0.24,0.12
48631,0.04,0.53
48632,0.14,0.07
48633,0.03,0.02
48634,0.01,0.36
48635,0,0.67
48636,0,0.39
48637,0.84,0.85
48638,0.01,0.06
48639,0,0.1
48640,0.13,0.33
48641,0.63,0.87
48642,0.34,0.27
48643,0.72,0.92
48644,0.31,0.41
48645,0.02,0.95
48646,0.06,0.58
48647,0.05,0.09
48648,0.31,0.34
48649,0.1,0.57
48650,0.52,0.88
48651,0.09,0.42
48652,0.55,0.89
48653,0.06,0.08
48654,0.12,0.28
48655,0.01,0.04
48656,0.68,0.96
48657,0.09,0.93
48658,0.35,0.6
48659,0.13,0.21
48660,0.04,0.03
48661,0.03,0.72
48662,0.08,1
48663,0.64,0.95
48664,0.01,0.01
48665,0.12,0.52
48666,0.07,0.63
48667,0.07,0.03
48668,0.01,0
48669,0.15,0.58
48670,0.42,0.22
48671,0.54,0.77
48672,0.5,0.31
48673,0,0.52
48674,0.5,0.51
48675,0.15,0.09
48676,0.13,0.02
48677,0.09,0.98
48678,0.06,0.35
48679,0.78,0.78
48680,0.26,0.46
48681,0.16,0.6
48682,0.02,0.16
48683,0.02,0.42
48684,0.04,0.19
48685,0.07,0.19
48686,0.06,0.9
48687,0.7,0.99
48688,0.15,0.75
48689,0,0.33
48690,0.19,0.54
48691,0.15,0.94
48692,0.35,0.83
48693,0.35,0.27
48694,0.04,0.98
48695,0.01,0.49
48696,0.04,0.41
48697,0.39,0.81
48698,0.43,0.39
48699,0.32,0.8
48700,0.26,0.95
48701,0.58,0.55
48702,0.18,0.16
48703,0.79,0.67
48704,0.4,0.19
48705,0.21,0.49
48706,0.23,0.37
48707,0.03,0.04
48708,0.15,0.33
48709,0.08,0.94
48710,0.3,0.22
48711,0.04,0.81
48712,0.09,0.26
48713,0.09,0.14
48714,0.51,0.73
48715,0.28,0.35
48716,0.22,0.8
48717,0.63,0.82
48718,0.19,0.95
48719,0.42,0.82
48720,0.02,0.51
48721,0.84,0.95
48722,0.97,0.97
48723,0.01,0.19
48724,0.02,0
48725,0.02,0.03
48726,0.73,0.67
48727,0.25,0.36
48728,0.67,0.55
48729,0.04,0.2
48730,0.37,0.57
48731,0.04,0.13
48732,0.65,0.8
48733,0.14,0.58
48734,0,0
48735,0.48,0.63
48736,0,0.04
48737,0.45,0.57
48738,0.04,0.04
48739,0.08,0.87
48740,0.14,0.88
48741,0.09,0
48742,0.03,0.17
48743,0,0.07
48744,0,0.01
48745,0.26,0.48
48746,0.22,0.25
48747,0.04,0.14
48748,0,0.48
48749,0.86,0.87
48750,0.01,0.6
48751,0.07,0.96
48752,0.01,0.79
48753,0.11,0.28
48754,0,0.3
48755,0.3,0.46
48756,0.43,0.26
48757,0.01,0.03
48758,0.48,0.59
48759,0.07,0.35
48760,0,0.95
48761,0.3,0.59
48762,0.84,0.7
48763,0.33,0.63
48764,0.02,0.11
48765,0.89,0.89
48766,0.41,0.68
48767,0.23,0.28
48768,0.03,0.53
48769,0.01,0.31
48770,0.02,0.41
48771,0,0.6
48772,0.74,0.74
48773,0,0
48774,0.01,0.01
48775,0.62,0.91
48776,0.03,0.33
48777,0.87,0.97
48778,0,0.54
48779,0.03,0.78
48780,0.01,0.17
48781,0.22,0.62
48782,0.08,0.95
48783,0,0.01
48784,0.24,0.33
48785,0.24,0.89
48786,0.06,0.29
48787,0.08,0.05
48788,0.01,0.22
48789,0.02,0.01
48790,0.06,1
48791,0.25,0.56
48792,0.08,0.18
48793,0.01,0.16
48794,0.03,0.85
48795,0.61,0.56
48796,0.26,0.29
48797,0.31,0.49
48798,0.12,0.88
48799,0,0.19
48800,0.04,0.76
48801,0.04,0.96
48802,0.04,0.22
48803,0,0.02
48804,0.08,0.13
48805,0.52,0.37
48806,0.08,0.37
48807,0.01,0.7
48808,0.82,0.76
48809,0,0.11
48810,0.13,0.57
48811,0.52,0.71
48812,0.06,0.15
48813,0.07,0.05
48814,0.75,0.91
48815,0.44,0.37
48816,0.03,0.59
48817,0.46,0.38
48818,0.73,0.73
48819,0.13,0.94
48820,0.1,0.3
48821,0.04,0.96
48822,0,0.11
48823,0.64,0.65
48824,0.62,0.18
48825,0.04,0.58
48826,0.26,0.89
48827,0.1,0.08
48828,0.02,0.02
48829,0.05,0.34
48830,0.2,0.79
48831,0.24,0.73
48832,0.08,0.26
48833,0.15,0.29
48834,0.33,0.18
48835,0,0.34
48836,0.01,0.8
48837,0.02,0.24
48838,0.86,0.62
48839,0.17,0.56
48840,0.19,0.23
48841,0.02,0.2
48842,0.1,0.01
48843,0.22,0.19
48844,0.83,0.49
48845,0.14,0.25
48846,0.06,0.96
48847,0.02,0.45
48848,0.03,0.89
48849,0,0.33
48850,0.17,0.43
48851,0.22,0.27
48852,0.08,0.7
48853,0.16,0.46
48854,0.76,0.8
48855,0.37,0.3
48856,0.27,0.71
48857,0.08,0.08
48858,0.62,0.58
48859,0.09,0.74
48860,0.03,0.54
48861,0,0.04
48862,0.58,0.5
48863,0.24,0.79
48864,0.09,0.5
48865,0.03,0.31
48866,0.05,0.27
48867,0.11,0.13
48868,0.17,0.95
48869,0.14,0.39
48870,0.15,0.38
48871,0,0.46
48872,0.69,0.99
48873,0.18,0.39
48874,0.04,0.16
48875,0.01,0.15
48876,0.06,0.24
48877,0.01,0.05
48878,0.11,0.14
48879,0.71,0.79
48880,0.06,0.63
48881,0.25,0.19
48882,0.5,0.55
48883,0.4,0.9
48884,0.02,0.02
48885,0,0.74
48886,0.79,0.86
48887,0.13,0.55
48888,0.02,0.08
48889,0.23,0.16
48890,0.04,0.3
48891,0.01,0.16
48892,0.07,0.66
48893,0.4,0.66
48894,0.58,0.57
48895,0.12,0.43
48896,0.91,0.9
48897,0.1,0.62
48898,0.1,0.95
48899,0.01,0.17
48900,0.44,0.66
48901,0.03,0.51
48902,0.09,0.24
48903,0.35,0.6
48904,0.18,0.06
48905,0.96,0.79
48906,0.02,0.09
48907,0.51,0.92
48908,0.2,0.88
48909,0.02,0.79
48910,0.12,0.08
48911,0.02,0.89
48912,0.11,0.24
48913,0.24,0.56
48914,0.01,0.5
48915,0.21,0.63
48916,0.44,0.86
48917,0.06,0.26
48918,0.1,0.56
48919,0.11,0.46
48920,0.29,0.21
48921,0.74,0.56
48922,0.1,0.4
48923,0,0.15
48924,0.09,0.4
48925,0.32,0.24
48926,0.3,0.65
48927,0.34,0.48
48928,0.24,0.13
48929,0.83,0.88
48930,0.42,0.11
48931,0,0.04
48932,0.07,0.06
48933,0.85,0.99
48934,0.02,0.04
48935,0.09,0.37
48936,0.38,0.28
48937,0.07,0.24
48938,0.24,0.82
48939,0.1,0.46
48940,0.04,0.04
48941,0.19,0.1
48942,0,0.26
48943,0.1,0.94
48944,0.24,0.3
48945,0.61,0.45
48946,0.44,0.69
48947,0.39,0.5
48948,0.33,0.87
48949,0.03,0.1
48950,0.09,0.13
48951,0.25,0.2
48952,0.03,0.09
48953,0.01,0.49
48954,0.32,0.3
48955,0,0.21
48956,0.27,0.77
48957,0.25,0.47
48958,0.01,0.07
48959,0.03,0.08
48960,0.2,0.76
48961,0.02,0.24
48962,0.03,0.18
48963,0.01,0.96
48964,0.02,0.81
48965,0.23,0.95
48966,0.22,0.19
48967,0.87,0.83
48968,0.93,0.68
48969,0.02,0.23
48970,0.57,0.62
48971,0,0.94
48972,0.24,0.11
48973,0.04,0.65
48974,0,0
48975,0.44,0.7
48976,0.29,0.49
48977,0.09,0.72
48978,0.03,0.1
48979,0.25,0.27
48980,0.03,0.08
48981,0.3,0.29
48982,0.07,0.92
48983,0.18,0.91
48984,0.6,0.65
48985,0.28,0.25
48986,0.69,0.9
48987,0.34,0.21
48988,0.01,0.01
48989,0.47,0.19
48990,0.03,0.08
48991,0.01,0.15
48992,0.2,0.59
48993,0.53,0.84
48994,0.36,0.34
48995,0.05,0.81
48996,0.07,0.29
48997,0.02,0.72
48998,0.06,0.05
48999,0.11,0.42
49000,0.45,0.98
49001,0.48,0.82
49002,0.05,0.98
49003,0,0.1
49004,0.17,0.71
49005,0.07,0.08
49006,0.14,0.09
49007,0.01,0.06
49008,0.07,0.24
49009,0.29,0.99
49010,0.02,0.14
49011,0.07,0.35
49012,0.16,0.65
49013,0,0.79
49014,0.24,0.16
49015,0.52,0.32
49016,0,0.06
49017,0.08,0.55
49018,0.08,0.58
49019,0.76,0.83
49020,0.18,0.21
49021,0.05,0.39
49022,0.31,0.46
49023,0.34,0.73
49024,0.14,0.56
49025,0.02,0.15
49026,0,0.56
49027,0.43,0.87
49028,0.08,0.2
49029,0.79,0.91
49030,0.05,0.52
49031,0.96,0.53
49032,0,0.16
49033,0,0.26
49034,0.16,0.8
49035,0.28,0.18
49036,0.36,0.37
49037,0,0.53
49038,0.06,0.3
49039,0.62,0.78
49040,0.08,0.65
49041,0.21,0.25
49042,0.03,0.98
49043,0.02,0.07
49044,0.17,0.03
49045,0.01,0.13
49046,0.3,0.27
49047,0.96,0.5
49048,0.06,0.26
49049,0.05,0.14
49050,0.07,0.17
49051,0.07,0.1
49052,0.56,0.65
49053,0.12,0.54
49054,0.48,0.93
49055,0.01,0.27
49056,0.26,0.36
49057,0.92,0.97
49058,0.8,0.89
49059,0,0.2
49060,0.25,0.57
49061,0.94,0.77
49062,0.02,0.65
49063,0.73,0.94
49064,0.44,0.36
49065,0.24,0.92
49066,0.01,0.5
49067,0.06,0.92
49068,0.72,0.74
49069,0.01,0
49070,0.04,0.86
49071,0.88,0.64
49072,0.06,0.76
49073,0.05,0.91
49074,0.33,0.61
49075,0.31,0.39
49076,0.09,0.19
49077,0.01,0.13
49078,0.08,0.41
49079,0,0.03
49080,0.05,0.18
49081,0.86,0.89
49082,0.1,0.06
49083,0.03,0.85
49084,0.1,0.34
49085,0.24,0.09
49086,0,0.23
49087,0.56,0.37
49088,0.43,0.99
49089,0.29,0.86
49090,0.26,0.51
49091,0.5,0.52
49092,0.05,0.43
49093,0,0.05
49094,0.71,0.92
49095,0.18,0.63
49096,0.01,0.34
49097,0.05,0.88
49098,0.01,0.31
49099,0.03,0.82
49100,0.67,0.9
49101,0.02,0.66
49102,0.08,0.98
49103,0.12,0.03
49104,0.06,0.35
49105,0.37,0.61
49106,0.02,0.02
49107,0.21,0.64
49108,0.3,0.42
49109,0.02,0.2
49110,0.11,0.19
49111,0.08,0.33
49112,0.65,0.91
49113,0.21,0.14
49114,0.31,0.47
49115,0.07,0.1
49116,0.36,0.56
49117,0.18,0.31
49118,0,0.65
49119,0.53,0.45
49120,0.02,0.04
49121,0.1,0.35
49122,0.18,0.49
49123,0.58,0.61
49124,0.38,0.15
49125,0.01,0.1
49126,0.05,0.97
49127,0,0.78
49128,0.26,0.44
49129,0.09,0.23
49130,0.45,0.52
49131,0.56,0.96
49132,0.02,0.99
49133,0.04,0.03
49134,0.09,0.69
49135,0,0.16
49136,0.58,0.88
49137,0.06,0.35
49138,0.06,0.47
49139,0.05,0
49140,0.04,0.83
49141,0.24,0.2
49142,0.08,0.39
49143,0.2,0.06
49144,0.45,0.7
49145,0.06,0.06
49146,0,0
49147,0.19,0.21
49148,0.58,0.88
49149,0.33,0.88
49150,0.18,0.11
49151,0.06,0.62
49152,0.07,0.63
49153,0.29,0.34
49154,0.07,0.21
49155,0.02,0.57
49156,0.21,0.48
49157,0.03,0.87
49158,0.54,0.91
49159,0.51,0.41
49160,0.03,0.03
49161,0.08,0.11
49162,0.04,0.04
49163,0.15,0.05
49164,0.04,0.2
49165,0.04,0.59
49166,0.02,0.61
49167,0.01,0.11
49168,0.27,0.23
49169,0.02,0.1
49170,0.15,0.6
49171,0.7,0.94
49172,0.19,0.63
49173,0.18,0.86
49174,0.18,0.42
49175,0.23,0.91
49176,0.02,0.77
49177,0.51,0.78
49178,0.07,0.45
49179,0.38,0.74
49180,0.55,0.57
49181,0.08,0.65
49182,0.04,0.4
49183,0.17,0.64
49184,0.03,0.31
49185,0.31,0.36
49186,0.02,0.35
49187,0,0.17
49188,0.15,0.89
49189,0,0.91
49190,0.02,0.13
49191,0.12,0.89
49192,0.45,0.36
49193,0.05,0.46
49194,0.16,0.33
49195,0.13,0.32
49196,0.16,0.94
49197,0.11,0.42
49198,0.04,0.8
49199,0,0.11
49200,0.08,0.96
49201,0.71,0.34
49202,0.06,0.4
49203,0.85,0.96
49204,0,0.04
49205,0.06,0.94
49206,0.07,0.5
49207,0.92,0.96
49208,0.76,0.85
49209,0.01,0.77
49210,0,0.24
49211,0.3,0.53
49212,0.41,0.41
49213,0.29,0.59
49214,0.47,0.81
49215,0.51,0.88
49216,0.48,0.53
49217,0.19,0.67
49218,0.57,0.91
49219,0.08,0.53
49220,0.17,0
49221,0.03,0.24
49222,0.39,0.63
49223,0.33,0.36
49224,0.23,0.33
49225,0.74,0.89
49226,0.05,0.97
49227,0.37,0.18
49228,0.15,0.33
49229,0.11,0.15
49230,0.52,0.35
49231,0.91,0.96
49232,0.17,0.79
49233,0.4,0.36
49234,0.1,0.79
49235,0.17,0.77
49236,0.11,0.54
49237,0.88,0.99
49238,0.73,0.95
49239,0.2,0.85
49240,0.18,0.38
49241,0.02,0.85
49242,0.36,0.53
49243,0.51,0.12
49244,0,0.03
49245,0.6,0.97
49246,0.15,0.88
49247,0.74,0.76
49248,0,0.03
49249,0.16,0.78
49250,0.11,0.25
49251,0.11,0.25
49252,0.04,0.91
49253,0.07,0.29
49254,0.62,0.37
49255,0,0.88
49256,0.07,0.2
49257,0.02,0.22
49258,0.24,0.14
49259,0.2,0.12
49260,0.51,0.26
49261,0.09,0.25
49262,0.23,0.46
49263,0.05,0.06
49264,0.04,0.89
49265,0.47,0.42
49266,0.03,0.07
49267,0.5,0.52
49268,0.1,0.33
49269,0.13,0.07
49270,0.02,0.15
49271,0.25,0.99
49272,0.26,0.45
49273,0.35,0.58
49274,0.36,0.38
49275,0.08,0.92
49276,0.07,0.39
49277,0.01,0.11
49278,0.9,0.95
49279,0.41,0.28
49280,0.17,0.07
49281,0.04,0.42
49282,0.05,0.11
49283,0.07,0.41
49284,0.16,0.06
49285,0.02,0.21
49286,0.04,0.76
49287,0.77,0.96
49288,0.08,0.07
49289,0.2,0.64
49290,0.91,0.89
49291,0.28,0.65
49292,0.18,0.77
49293,0.03,0.24
49294,0.1,0.23
49295,0.29,0.07
49296,0.08,0.46
49297,0.01,0.61
49298,0.04,0.39
49299,0.08,0.59
49300,0.14,0.22
49301,0.02,0.02
49302,0.02,0.01
49303,0.3,0.7
49304,0.08,0.44
49305,0.1,0.19
49306,0.21,0.62
49307,0.4,0.42
49308,0.18,0.96
49309,0.3,0.39
49310,0.07,0.51
49311,0,0.86
49312,0.05,0.49
49313,0.02,0.15
49314,0.69,0.45
49315,0.03,0.02
49316,0.2,0.84
49317,0.05,0.27
49318,0.27,0.25
49319,0.02,0.07
49320,0.15,0.57
49321,0,0.28
49322,0.09,0.86
49323,0.66,0.96
49324,0.18,0.53
49325,0.57,0.96
49326,0.15,0.39
49327,0.25,0.35
49328,0.13,0.54
49329,0.06,0.7
49330,0.1,0.31
49331,0.15,0.12
49332,0.07,0.64
49333,0.01,0.18
49334,0.03,0.79
49335,0.19,0.2
49336,0,0
49337,0.42,0.61
49338,0.02,0.03
49339,0.43,0.51
49340,0.13,0.14
49341,0.09,0.19
49342,0.05,0.43
49343,0.02,0.22
49344,0.01,0.56
49345,0.42,0.98
49346,0.24,0.59
49347,0.05,0.25
49348,0.12,0.78
49349,0.12,0.06
49350,0.04,0.83
49351,0.01,0.05
49352,0.17,0.25
49353,0.1,0.76
49354,0.01,0.41
49355,0.11,0.58
49356,0.05,0.3
49357,0.22,0.64
49358,0.04,0.91
49359,0.23,0.13
49360,0.08,0.11
49361,0.31,0.1
49362,0.21,0.35
49363,0.02,0.27
49364,0,0.36
49365,0.7,0.64
49366,0.38,0.73
49367,0.09,0.53
49368,0.42,0.6
49369,0.23,0.58
49370,0.78,0.93
49371,0.69,0.15
49372,0.06,0.19
49373,0.38,0.23
49374,0.03,0.28
49375,0.13,0.36
49376,0,0.1
49377,0.09,0.45
49378,0.31,0.89
49379,0.13,0.15
49380,0.97,0.92
49381,0.05,0.27
49382,0.04,0
49383,0.62,0.91
49384,0,0.05
49385,0.01,0.42
49386,0.01,0.09
49387,0.05,0.15
49388,0.33,0.78
49389,0,0.45
49390,0.12,0.29
49391,0.03,0.07
49392,0.09,0.18
49393,0.23,0.6
49394,0.16,0.77
49395,0.3,0.57
49396,0.06,0.48
49397,0.31,0.83
49398,0.12,0.33
49399,0.18,0.25
49400,0,0.04
49401,0.46,0.74
49402,0.34,0.91
49403,0.85,0.9
49404,0.08,0.57
49405,0.11,0.24
49406,0.14,0.17
49407,0,0.39
49408,0.02,0.18
49409,0.11,0.8
49410,0.15,0.74
49411,0.11,0.58
49412,0.62,0.95
49413,0,0.07
49414,0.1,0.14
49415,0.04,0.34
49416,0.71,0.88
49417,0.16,0.52
49418,0.48,0.71
49419,0.41,0.97
49420,0.02,0.92
49421,0.1,0.22
49422,0.46,0.72
49423,0.01,0.09
49424,0.05,0.25
49425,0.26,0.21
49426,0.03,0.3
49427,0.07,0.5
49428,0.04,0.92
49429,0.22,0.66
49430,0.01,0.3
49431,0.06,0.67
49432,0,0.04
49433,0.44,0.67
49434,0.01,0.11
49435,0.2,0.85
49436,0.14,0.21
49437,0.36,0.76
49438,0,0.02
49439,0.38,0.36
49440,0.1,0.67
49441,0.53,0.85
49442,0,0.01
49443,0.06,0.29
49444,0.18,0.82
49445,0.07,0.5
49446,0.17,0.27
49447,0.49,0.96
49448,0.93,0.98
49449,0.65,0.89
49450,0,0.54
49451,0.03,0.99
49452,0,0.1
49453,0.01,0.06
49454,0.97,0.9
49455,0,0.66
49456,0.08,0.2
49457,0.15,0.84
49458,0.1,0.16
49459,0.01,0.76
49460,0.44,0.18
49461,0.75,0.63
49462,0.03,0.62
49463,0.66,0.86
49464,0.11,0.07
49465,0.11,0.61
49466,0.12,0.21
49467,0.13,0.93
49468,0.92,0.88
49469,0.18,0.24
49470,0.01,0.62
49471,0.19,0.9
49472,0.17,0.37
49473,0.54,0.77
49474,0,0.2
49475,0.33,0.6
49476,0.15,0.36
49477,0.17,1
49478,0.53,0.81
49479,0.47,0.72
49480,0.3,0.35
49481,0.08,0.77
49482,0.03,0.12
49483,0.15,0.33
49484,0.1,0.31
49485,0.15,0.1
49486,0.22,0.2
49487,0.14,0.21
49488,0.37,0.76
49489,0.01,0.4
49490,0.26,0.2
49491,0.27,0.22
49492,0.06,0.18
49493,0.35,0.34
49494,0.28,0.49
49495,0.5,0.74
49496,0,0.12
49497,0.02,0.2
49498,0.02,0.31
49499,0.15,0.47
49500,0.01,0.85
49501,0.01,0.39
49502,0.23,0.58
49503,0.11,0.29
49504,0.16,0.48
49505,0.04,0.76
49506,0.03,0.76
49507,0.17,0.31
49508,0,0.05
49509,0.3,0.59
49510,0.14,0.66
49511,0.4,0.29
49512,0.63,0.55
49513,0,0.05
49514,0.11,0.26
49515,0.21,0.39
49516,0.55,0.45
49517,0.01,0.49
49518,0.06,0.68
49519,0.2,0.83
49520,0.32,0.32
49521,0.2,0.47
49522,0.5,0.8
49523,0.04,0.66
49524,0.2,0.2
49525,0.12,0.15
49526,0.32,0.7
49527,0.14,0.85
49528,0.04,0.74
49529,0.06,0.27
49530,0.59,0.66
49531,0.07,0.71
49532,0.14,0.68
49533,0.49,0.88
49534,0,0.2
49535,0.03,0.09
49536,0.2,0.33
49537,0.63,0.7
49538,0.04,0.61
49539,0.25,0.03
49540,0.03,0.23
49541,0.06,0.06
49542,0.34,0.3
49543,0.3,0.07
49544,0.23,0.17
49545,0.15,0.59
49546,0.18,0.04
49547,0.03,0.37
49548,0.5,0.34
49549,0.07,0.11
49550,0.04,0.25
49551,0.27,0.8
49552,0,0.28
49553,0.16,0.26
49554,0.96,0.94
49555,0.03,0.69
49556,0.19,0.02
49557,0.76,0.89
49558,0.47,0.73
49559,0.2,0.27
49560,0.19,0.93
49561,0.18,0.28
49562,0.26,0.92
49563,0.29,0.95
49564,0.07,0.65
49565,0.04,0.11
49566,0.01,0.81
49567,0.18,0.6
49568,0.9,0.82
49569,0.01,0.57
49570,0.11,0.5
49571,0.01,0.07
49572,0.02,0.2
49573,0.05,0.44
49574,0.12,0.42
49575,0.21,0.9
49576,0.77,0.76
49577,0.29,0.18
49578,0.34,0.33
49579,0.05,0.12
49580,0.6,0.62
49581,0.14,0.59
49582,0.62,0.46
49583,0.47,0.61
49584,0.02,0.48
49585,0.13,0.28
49586,0,0.05
49587,0.91,0.88
49588,0.38,0.76
49589,0.91,0.94
49590,0.02,0.04
49591,0.78,0.6
49592,0,0.75
49593,0.04,0.39
49594,0.12,0.86
49595,0.01,0.58
49596,0,0.16
49597,0.14,0.58
49598,0.03,0.11
49599,0.06,0.38
49600,0.94,0.83
49601,0.01,0.68
49602,0.07,0.41
49603,0.2,0.21
49604,0.49,0.51
49605,0.45,0.57
49606,0.01,0.36
49607,0.06,0.82
49608,0.06,0.73
49609,0.17,0.12
49610,0.02,0.09
49611,0.17,0.78
49612,0.02,0.25
49613,0.09,0.62
49614,0.6,0.65
49615,0.09,0.67
49616,0.32,0.96
49617,0.34,0.47
49618,0.98,0.97
49619,0.1,0.81
49620,0.02,0.51
49621,0.02,0.08
49622,0.11,0.31
49623,0.49,0.41
49624,0.01,0.19
49625,0.04,0.04
49626,0.19,0.89
49627,0.24,0.35
49628,0.31,0.04
49629,0,0.21
49630,0.07,0.06
49631,0.43,0.42
49632,0.12,0.3
49633,0,0.96
49634,0.08,0.43
49635,0.74,0.96
49636,0.27,0.4
49637,0.48,0.63
49638,0.04,0.24
49639,0.14,0.31
49640,0.82,0.92
49641,0.51,0.38
49642,0.42,0.74
49643,0.25,0.3
49644,0.11,0.14
49645,0.93,0.98
49646,0.06,0.09
49647,0.27,0.79
49648,0.01,0.82
49649,0,0.18
49650,0.11,0.97
49651,0.01,0.06
49652,0.36,0.29
49653,0,0.09
49654,0.01,0.98
49655,0.01,0.54
49656,0,0.58
49657,0,0.68
49658,0.05,0.58
49659,0.7,0.59
49660,0.13,0.36
49661,0.27,0.09
49662,0,0.22
49663,0.23,0.61
49664,0.03,0.31
49665,0.8,0.66
49666,0.09,0.29
49667,0,0.98
49668,0.04,0.18
49669,0.06,0.88
49670,0.06,0.1
49671,0.38,0.94
49672,0,0.8
49673,0.05,0.4
49674,0.03,0.73
49675,0.21,0.29
49676,0.25,0.47
49677,0.13,0.2
49678,0.66,0.58
49679,0.09,0.23
49680,0.76,0.73
49681,0.1,0.74
49682,0.2,0.69
49683,0.55,0.94
49684,0.98,0.95
49685,0.15,0.04
49686,0.09,0.53
49687,0.32,0.74
49688,0.03,0.75
49689,0.05,0.05
49690,0,0.32
49691,0.09,0.67
49692,0.09,0.83
49693,0.17,0.32
49694,0.09,0.57
49695,0.27,0.4
49696,0.06,0.66
49697,0.09,0.8
49698,0,0.18
49699,0.31,0.35
49700,0.51,0.84
49701,0.13,0.07
49702,0.33,0.97
49703,0.04,0.6
49704,0.01,0.06
49705,0.64,0.49
49706,0.6,0.92
49707,0.04,0.64
49708,0.22,0.15
49709,0.01,0.12
49710,0,0.13
49711,0.6,0.81
49712,0.01,0.04
49713,0.79,0.88
49714,0.19,0.63
49715,0.24,0.11
49716,0.23,0.27
49717,0.91,0.89
49718,0.26,0.69
49719,0.27,0.87
